program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Consortium,2013,13426191,53,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,33186,Mercy Clinic,Rural Health Clinic,714 Nw Broad Street,Vidalia,GA,Toombs,30474,32.2027103,-82.3339417,Leased/Tariffed Facilities or Services,Ethernet,1 Gbps,1 Gbps,1,Month,Yes,2014-04-01T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,10400,10400,10400,10400,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2024,RHC20240002334,6,Submitted,51827,Providence St. Joseph Health Consortium,Consortium Of The Above,2001 Lind Ave Sw,Renton,WA,98057,47.4615135,-122.2252501,25721,Prov - Hood River Memorial Hospital,Not-For-Profit Hospital,810 12Th St,Hood River,OR,Hood River,97031,45.704562,-121.523424,Data,MPLS,400 Mbps,400 Mbps,2,Monthly,No,,,,2024-01-10T00:00:00.000,143001192,AT&T Corp.,FY 2024 Filing Window 1,6798.79,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230025136,47,Submitted,17235,North Carolina Telehealth Network,Consortium Of The Above,4221 New Bern Pl,Durham,NC,27707,35.959861,-78.945269,22479,Greene County Department Of Public Health,Local Health Department Or Agency,227 Kingold Blvd Ste B,Snow Hill,NC,Greene,28580,35.451208,-77.682471,Data,Ethernet,250.00 Mbps,250.00 Mbps,,Monthly,Yes,,,,2023-04-17T00:00:00.000,143011802,MCNC,FY 2023 Filing Window 1,35965.8,,,,Yes,,Cabarrus,,,,1.5,99.5,60,50,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220012927,6,Processed,72053,Hardin County Regional Health Center Dba Lifespan Health,Consortium Of The Above,765 Florence Rd,Savannah,TN,38372,35.21334,-88.23869,50897,Hardin County New Adamsville,Community Health Center Or Health Center Providing Health Care To Migrants,726 E Main St,Adamsville,TN,Mcnairy,38310-2458,35.233896,-88.376085,Equipment,Routers (leased),NA,NA,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-02-23T00:00:00.000,2022-05-27T00:00:00.000,143031579,"ENA Healthcare Services, LLC",FY 2022 Filing Window 1,741,741,741,741,No,2023-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230026281,24,Processed,17223,Illinois Rural Healthnet,Consortium Of The Above,222 3Rd Ave Se Ste 500,Cedar Rapids,IA,52401,41.9776301,-91.6665515,27903,Carle Clinic Effingham,Rural Health Clinic,401 N. Keller Dr.,Effingham,IL,Effingham,62401,39.1252031,-88.5583054,Network Management Services,Network Management Services,NA,NA,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-11-16T00:00:00.000,2023-04-18T00:00:00.000,143035547,"INOC, LLC",FY 2023 Filing Window 1,1218.75,1218.75,1218.75,,No,2024-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2013,13414121,1,Denied,14652,Highlands Hospital Corp-Martin County,Rural Health Clinic,6500 Hwy 645,Inez,KY,41224,37.8766772,-82.5543354,14652,Highlands Hospital Corp-Martin County,Rural Health Clinic,6500 Hwy 645,Inez,KY,Martin,41224,37.8766772,-82.5543354,Leased/Tariffed Facilities or Services,Internet,3.0MB,512 Kbps,,Month,No,,,,2014-06-30T00:00:00.000,143008241,"Fusion Cloud Services, LLC",,194.8,0,0,0,No,,Martin,NA,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220010103,28,Processed,53711,Abouthealth Np Llc,Consortium Of The Above,2201 E Enterprise Avenue,Appleton,WI,54913,44.279504,-88.392052,17824,Aspirus Merrill Clinic,Rural Health Clinic,3333 E Main St,Merrill,WI,Lincoln,54452,45.1769292,-89.6533943,Data,Ethernet,50.00 Mbps,50.00 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-09-15T00:00:00.000,2022-04-23T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,4850.59,4850.59,4850.59,,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230017914,37,Processed,61323,Virginia Department Of Health,Consortium Of The Above,109 Governor St,Richmond,VA,23219,37.5371844,-77.4315151,15992,Orange County Health Department,Local Health Department Or Agency,450 N Madison Rd,Orange,VA,Orange,22960,38.2552935,-78.1155143,Data,Ethernet,10.00 Mbps,10.00 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-14T00:00:00.000,2024-01-11T00:00:00.000,2023-03-13T00:00:00.000,143001197,Verizon Business Global LLC,FY 2023 Filing Window 1,8131.81,8131.81,8131.81,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13386501,1,Committed,27844,Trigg County Hospital Primary Care Ii,Rural Health Clinic,214 Main St,Cadiz,KY,42211-9153,36.866997,-87.82302,27844,Trigg County Hospital Primary Care Ii,Rural Health Clinic,214 Main St,Cadiz,KY,Trigg,42211-9153,36.866997,-87.82302,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),6,1,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-03-18T00:00:00.000,2014-02-20T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,350.81,350.81,350.81,350.81,No,2014-12-31T23:59:59.000,Trigg,6.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13405941,7,Denied,15558,Lady Of The Sea General Hospital,Not-For-Profit Hospital,200 West 134th Place,Cut Off,LA,70345,29.4570427,-90.3107924,15558,Lady Of The Sea General Hospital,Not-For-Profit Hospital,200 West 134th Place,Cut Off,LA,Lafourche,70345,29.4570427,-90.3107924,Leased/Tariffed Facilities or Services,Ethernet,8,8,1,Month,Yes,,,,2014-03-26T00:00:00.000,143001151,"Advanced Tel., LLC.",,9360,0,0,0,No,,Lafourche,,0,0,,,,,,1,2,
Healthcare Connect Fund,Individual,2013,13417431,1,Denied,35416,Vanceburg Family Practice And Specialty Associates,Rural Health Clinic,207 Plummers Ln,Vanceburg,KY,47119,38.5975895,-83.3233446,35416,Vanceburg Family Practice And Specialty Associates,Rural Health Clinic,207 Plummers Ln,Vanceburg,KY,Lewis,47119,38.5975895,-83.3233446,Leased/Tariffed Facilities or Services,Internet,1.5,1.5,1,Month,No,,,,2014-04-10T00:00:00.000,143030766,"Windstream Communications, LLC",,375.96,0,0,0,No,,Lewis,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230021288,1,Processed,70894,Regional Health Care Affiliates,Consortium Of The Above,121 E Main St,Providence,KY,42450,37.398211,-87.7616,49968,Regional Health Care Affiliates Dba Health First Chc - Earlington,Rural Health Clinic,107 E Main St,Earlington,KY,Hopkins,42410,37.2745477,-87.5121865,Data,Dedicated Internet Access (DIA),500 Mbps,500 Mbps,1,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-27T00:00:00.000,2023-04-12T00:00:00.000,143052424,Open Fiber Kentucky Company LLC,FY 2023 Filing Window 1,3900,3900,3900,,No,2025-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13435501,1,Committed,31601,Adanta Mental Health - Pulaski Children'S Adolescent Clinic,Community Mental Health Center,259 Parkers Mill Rd,Somerset,KY,42501,37.0395923,-84.6223835,31601,Adanta Mental Health - Pulaski Children'S Adolescent Clinic,Community Mental Health Center,259 Parkers Mill Rd,Somerset,KY,Pulaski,42501,37.0395923,-84.6223835,Leased/Tariffed Facilities or Services,MPLS,0,0,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-06-03T00:00:00.000,2014-05-09T00:00:00.000,143030766,"Windstream Communications, LLC",,1365,1365,1365,1365,No,2014-12-31T23:59:59.000,Pulaski,3.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2024,RHC20240002409,1,Submitted,53870,Frio Regional Medical Plaza,Rural Health Clinic,105 East Hackberry Street,Pearsall,TX,48061,28.8971473,-99.0852278,53870,Frio Regional Medical Plaza,Rural Health Clinic,105 East Hackberry Street,Pearsall,TX,Frio,48061,28.8971473,-99.0852278,Data,Internet Access,300 Mbps,10 Mbps,,Monthly,No,,,,2024-01-11T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2024 Filing Window 1,1019.23,,,,No,,Frio,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13445621,5,Committed,35632,Cdcr Cchcs Consortium,Consortium Of The Above,8260 Longleaf Dr Bldg C3,Elk Grove,CA,95758,38.417389,-121.400076,25686,Centinela State Prison,Rural Health Clinic,2302 Brown Road,Imperial,CA,Imperial,92251,32.7956025,-115.7744971,Leased/Tariffed Facilities or Services,Ethernet,155 Mbps,155 Mbps,,Month,Yes,2014-01-01T00:00:00.000,2016-06-30T00:00:00.000,2014-08-05T00:00:00.000,2014-05-22T00:00:00.000,143001197,Verizon Business Global LLC,,544737.65,544737.65,544737.65,544737.65,Yes,2016-12-31T23:59:59.000,,,0,0,0.5% max,0.998,< 15 ms,<110 ms round trip,1,1,1,
Healthcare Connect Fund,Consortium,2023,RHC20230017914,64,Processed,61323,Virginia Department Of Health,Consortium Of The Above,109 Governor St,Richmond,VA,23219,37.5371844,-77.4315151,15999,Shenandoah County Health Department,Local Health Department Or Agency,494 N Main St Ste 100,Woodstock,VA,Shenandoah,22664,38.8873512,-78.4989013,Data,Ethernet,10.00 Mbps,10.00 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-14T00:00:00.000,2024-01-11T00:00:00.000,2023-03-13T00:00:00.000,143001197,Verizon Business Global LLC,FY 2023 Filing Window 1,6372.08,6372.08,6372.08,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230021744,242,Submitted,55160,Georgia Department Of Public Health,Consortium Of The Above,2 Peachtree St Nw,Atlanta,GA,30303,33.7541582,-84.3905886,92943,Smyrna Health Center,Local Health Department Or Agency,3001 S Cobb Dr Se,Smyrna,GA,Cobb,30080,33.880703,-84.531637,Equipment,Routers (leased),NA,NA,1,Monthly,No,,,,2023-04-25T00:00:00.000,143001192,AT&T Corp.,FY 2023 Filing Window 1,2960.1,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,
Healthcare Connect Fund,Individual,2013,13392651,1,Committed,12487,Coffee Regional Medical Center - Douglas (Ocilla Rd),Not-For-Profit Hospital,1101 Ocilla Rd,Douglas,GA,31533,31.5096167,-82.8634495,12487,Coffee Regional Medical Center - Douglas (Ocilla Rd),Not-For-Profit Hospital,1101 Ocilla Rd,Douglas,GA,Coffee,31533,31.5096167,-82.8634495,Leased/Tariffed Facilities or Services,MPLS,20,20,0,Month,Yes,2014-01-01T00:00:00.000,2014-08-11T00:00:00.000,2014-04-29T00:00:00.000,2014-02-24T00:00:00.000,143030766,"Windstream Communications, LLC",,4680,4302.58,4302.58,4680,No,2015-02-11T23:59:59.000,Coffee,20.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13419061,24,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,34239,Claxton-Hepburn Hammond Area Health Center,Rural Health Clinic,225 St. Lawrence Avenue,Hammond,NY,St. Lawrence,13646,44.450385,-75.6982350,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-04-01T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,130,130,130,130,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230015192,1,Processed,27128,Jackson Madison - Medsouth Medical Center - Dyersburg,Rural Health Clinic,1720 Woodlawn Ave,Dyersburg,TN,38024,36.04895,-89.378336,27128,Jackson Madison - Medsouth Medical Center - Dyersburg,Rural Health Clinic,1720 Woodlawn Ave,Dyersburg,TN,Dyer,38024,36.04895,-89.378336,Data,Ethernet,10 Mbps,10 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-01T00:00:00.000,2023-01-18T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",FY 2023 Filing Window 1,4779.45,4779.45,4779.45,,No,2025-02-25T00:00:00.000,Dyer,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230022209,45,Processed,17206,Uams E-Link Network,Consortium Of The Above,4301 W Markham St # 519,Little Rock,AR,72205,34.748339,-92.276039,114185,Boston Mountain Rural Health Center,Community Health Center Or Health Center Providing Health Care To Migrants,4004 E Van Buren,Eureka Springs,AR,Carroll,72632,,,Equipment,Network Switch (HCP owned),NA,NA,,One Time,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2024-01-11T00:00:00.000,2023-04-24T00:00:00.000,143048970,"General Datatech, L.P.",FY 2023 Filing Window 1,777.56,777.56,777.56,,No,2024-10-28T00:00:00.000,Pulaski,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230020365,1,Processed,59996,Adventhealth,Consortium Of The Above,900 Hope Way,Altamonte Springs,FL,32714,28.6417182,-81.4142618,69546,Ahs Fl Courtland Admin,Not Available,600 Courtland St,Orlando,FL,Orange,32804,28.601057,-81.387328,Data,T1/DS1,1.544 Mbps,1.544 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-13T00:00:00.000,2023-02-21T00:00:00.000,143001444,"CenturyLink-Embarq Florida, Inc. (FKA Embarq)",FY 2023 Filing Window 1,2157.95,2157.95,2157.95,,No,2025-02-25T00:00:00.000,,,,,,,,,,,3,
Healthcare Connect Fund,Individual,2024,RHC20240001718,1,Submitted,44789,Bluegrass Community Hospital,"Dedicated Er Of Rural, For-Profit Hospital",360 Amsden Avenue,Versailles,KY,40383,38.0549001,-84.7233116,44789,Bluegrass Community Hospital,"Dedicated Er Of Rural, For-Profit Hospital",360 Amsden Avenue,Versailles,KY,Woodford,40383,38.0549001,-84.7233116,Data,Ethernet,200 Mbps,200 Mbps,0,Monthly,No,,,,2024-01-05T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2024 Filing Window 1,4875,,,,No,,Woodford,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13426191,7,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,15444,Bacon County Hospital And Health System,Not-For-Profit Hospital,302 S Wayne St,Alma,GA,Bacon,31510,31.539072,-82.459491,Leased/Tariffed Facilities or Services,Ethernet,100 Mbps,100 Mbps,1,Month,Yes,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,88335,88335,88335,88335,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2022,RHC20220011371,2,Processed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,46965,Colorado Mountain College - Spring Valley Campus,"Post-Secondary Educational Institution Offering Health Care Instruction, Teaching Hospital Or Medical School",3000 County Road 114,Glenwood Springs,CO,Garfield,81601,39.4710297,-107.2368741,Data,Ethernet,5 Mbps,5 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-01-26T00:00:00.000,2022-05-11T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",FY 2022 Filing Window 1,195,195,195,195,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13380291,2,Committed,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,78861-3534,29.335548,-99.133415,27890,Medina County Hospital District Dba Medina Regional Hospital,Not-For-Profit Hospital,3100 Avenue E,Hondo,TX,Medina,78861-3534,29.335548,-99.133415,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,1.5,0,Month,No,2014-01-08T00:00:00.000,2014-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-01-28T00:00:00.000,143004662,Southwestern Bell Telephone Company,,522.6,502.93,502.93,522.6,No,2014-12-31T23:59:59.000,Medina,,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2014,14564671,1,Committed,32022,Fulton County Health Care,Not-For-Profit Hospital,725 S Shoop Ave,Wauseon,OH,43567,41.5397058,-84.1328796,32022,Fulton County Health Care,Not-For-Profit Hospital,725 S Shoop Ave,Wauseon,OH,Fulton,43567,41.5397058,-84.1328796,Leased/Tariffed Facilities or Services,Ethernet,40.0MB,40.0MB,0,Month,No,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,2015-07-14T00:00:00.000,2015-05-14T00:00:00.000,143030626,"Time Warner Cable Information Services (Ohio), LLC",,5409.69,5409.69,5409.69,5409.69,No,2015-12-31T23:59:59.000,Fulton,40.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13418011,1,Committed,15018,Aurora Valley View - Urgent Care,Rural Health Clinic,901 Reed St,Plymouth,WI,53073,43.7436283,-87.9690839,15018,Aurora Valley View - Urgent Care,Rural Health Clinic,901 Reed St,Plymouth,WI,,53073,43.7436283,-87.9690839,Leased/Tariffed Facilities or Services,Ethernet,10,10,,Month,Yes,2014-01-01T00:00:00.000,2016-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-04-10T00:00:00.000,143029320,"Time Warner Cable Information Services (Wisconsin), LLC",,9574.84,9574.84,9574.84,9574.85,Yes,2016-12-31T23:59:59.000,,10.0MB,0,0,,99.95% Network Uptime,,52 Milliseconds or less,,,,
Healthcare Connect Fund,Consortium,2013,13426191,3,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,15444,Bacon County Hospital And Health System,Not-For-Profit Hospital,302 S Wayne St,Alma,GA,Bacon,31510,31.539072,-82.459491,Leased/Tariffed Facilities or Services,Internet,50 Mbps,50 Mbps,1,Month,Yes,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,56550,56550,56550,56550,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2013,13426191,39,Committed,17209,Bacon County Health Services,Consortium Of The Above,302 South Wayne Street,Alma,GA,31510,31.5393465,-82.4589436,33180,Mchs Hem/Oncology - Douglas,Rural Health Clinic,"101 Seymour Ave, The Meeks Building",Douglas,GA,Coffee,31533,31.5516965,-82.8101975,Leased/Tariffed Facilities or Services,Ethernet,1 Gbps,1 Gbps,1,Month,Yes,2014-02-07T00:00:00.000,2016-06-30T00:00:00.000,2014-08-26T00:00:00.000,2014-05-09T00:00:00.000,143001448,"ALMA TELEPHONE COMPANY, INC.",,27300,27300,27300,27300,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13434631,1,Committed,10093,Transylvania Community Hospital,Not-For-Profit Hospital,260 Hospital Drive,Brevard,NC,28712,35.256379,-82.7124539,10093,Transylvania Community Hospital,Not-For-Profit Hospital,260 Hospital Drive,Brevard,NC,Transylvania,28712,35.256379,-82.7124539,Leased/Tariffed Facilities or Services,Ethernet,0,0,,Month,Yes,2014-01-01T00:00:00.000,2015-03-27T00:00:00.000,2014-06-03T00:00:00.000,2014-05-11T00:00:00.000,143031324,Education and Research Consortium of the Western Carolinas,,9750,9750,9750,9750,No,2015-09-27T23:59:59.000,Transylvania,100.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13372291,1,Committed,33048,"Livingston Hospital And Healthcare Services, Inc. - Grand Lakes Clinic",Rural Health Clinic,1860 J.H. O'Bryan Ave.,Grand Rivers,KY,42045,37.0011254,-88.2341338,33048,"Livingston Hospital And Healthcare Services, Inc. - Grand Lakes Clinic",Rural Health Clinic,1860 J.H. O'Bryan Ave.,Grand Rivers,KY,Livingston,42045,37.0011254,-88.2341338,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),6.0,0.512,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-12-27T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,,117,117,117,No,2014-12-31T23:59:59.000,Livingston,6.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230018400,1,Processed,49488,Ballad Health,Consortium Of The Above,303 Med Tech Pkwy Ste 330,Johnson City,TN,37604,36.340492,-82.401139,49492,Ballad Health - Johnson City Medical Center,"Post-Secondary Educational Institution Offering Health Care Instruction, Teaching Hospital Or Medical School",400 N State Of Franklin Rd,Johnson City,TN,Washington,37604,36.308284,-82.386292,Data,Ethernet,1 Gbps,1 Gbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-08-31T00:00:00.000,2023-02-01T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2023 Filing Window 1,11236.76,11236.76,11236.76,,No,2025-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13419061,68,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,34244,Community Health Center Of The North Country,Community Health Center Or Health Center Providing Health Care To Migrants,4 Commerce Lane,Canton,NY,St. Lawrence,13617,44.5899141,-75.1780809,Leased/Tariffed Facilities or Services,Ethernet,100.0MB,100.0MB,1,Month,Yes,2014-11-01T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,10400,10400,10400,10400,Yes,2016-12-31T23:59:59.000,,,0,0,<1%,99.999%,<50,<10,1,1,1,
Healthcare Connect Fund,Consortium,2013,13422321,13,Denied,17226,Iowa Rural Health Telecommunications Program,Consortium Of The Above,100 E Grand Ave Ste 100,Des Moines,IA,50309,41.5816456,-93.6243133,11950,Cherokee Regional Medical Center,Not-For-Profit Hospital,300 Sioux Valley Drive,Cherokee,IA,Cherokee,51012,42.759474,-95.547018,Leased/Tariffed Facilities or Services,Ethernet,100.0MB,100.0MB,1,Month,Yes,,,,2014-05-23T00:00:00.000,143003005,"State of Iowa, Iowa Telecommunication & Technology Commissio",,22230,0,0,0,Yes,,,,0,0,0.5,99.5,,60 MS,,1,1,
